frame,Webcam Feed,LBP + KNN Result,HOG + SVM Result,Mini-Xception (CNN) Result,timestamp
,,,,,2025-10-05 18:47:00.119058
,,,,,2025-10-05 18:47:13.837624
,,,,,2025-10-05 18:48:00.373953
,,,,,2025-10-05 18:53:32.813956
,.gradio\flagged\Webcam Feed\f36acf88d8ff8d8ac489\image.webp,No face detected.,No face detected.,No face detected.,2025-10-05 19:04:44.969289
